usage_id,equipment_id,rental_id,timestamp,latitude,longitude,runtime_hours_total,runtime_hours_session,idle_hours,fuel_level,fuel_consumption_rate,engine_temperature,hydraulic_pressure,vibration_level,load_weight,speed_kmh,battery_level,signal_strength,is_operating,operator_id
452,CAT00052,RENT000023,2024-11-09 01:15:47,41.291635,-105.918174,7.22,0.0,0.56,83.04,0.0,109.62,1207.0,0.457,101.52,37.12,53,5,0,OP9483
453,CAT00052,RENT000023,2024-11-09 10:06:18,36.962223,-74.215619,11.22,4.0,0.0,76.72,7.36,75.52,1197.92,1.39,3644.7,11.15,80,1,1,OP7745
454,CAT00052,RENT000023,2024-11-09 18:56:50,36.279797,-114.162562,14.94,3.72,0.0,49.72,5.639,105.62,1526.14,0.507,2704.21,2.86,98,2,1,OP1651
455,CAT00052,RENT000023,2024-11-10 03:47:22,41.724601,-81.285583,14.94,0.0,0.53,39.76,0.0,71.11,1653.49,0.992,3381.52,33.15,80,5,0,OP5536
456,CAT00052,RENT000023,2024-11-10 12:37:53,35.298761,-124.199702,14.94,0.0,0.18,41.63,0.0,85.57,2621.62,1.519,1455.4,18.7,93,5,0,OP8971
457,CAT00052,RENT000023,2024-11-10 21:28:25,48.819594,-82.758015,14.94,0.0,1.12,93.33,0.0,94.99,1743.46,0.24,880.84,5.12,74,4,0,OP9641
458,CAT00052,RENT000023,2024-11-11 06:18:56,28.625103,-111.440632,18.43,3.48,0.0,24.53,16.98,101.43,2566.18,1.959,140.73,24.82,62,5,1,OP7118
459,CAT00052,RENT000023,2024-11-11 15:09:28,37.839393,-72.505815,19.28,0.85,0.0,73.35,17.81,108.97,1356.37,1.076,3324.14,9.85,86,5,1,OP4521
460,CAT00052,RENT000023,2024-11-12 00:00:00,39.067053,-70.883345,19.28,0.0,1.86,43.55,0.0,90.15,2010.32,0.403,587.97,17.22,65,5,0,OP4668
461,CAT00014,RENT000024,2024-03-21 00:00:00,47.777802,-95.619041,0.0,0.0,0.38,46.95,0.0,87.72,2553.2,0.434,2693.56,0.01,87,1,0,OP4853
462,CAT00014,RENT000024,2024-03-21 08:50:31,34.421671,-74.190249,1.27,1.27,0.0,82.65,18.485,79.01,1013.99,0.69,3847.94,5.75,34,1,1,OP4160
463,CAT00014,RENT000024,2024-03-21 17:41:03,36.360622,-72.40443,3.3,2.03,0.0,11.65,20.901,107.13,1080.56,0.76,700.33,3.08,57,4,1,OP9219
464,CAT00014,RENT000024,2024-03-22 02:31:34,36.65528,-75.704615,3.3,0.0,0.89,50.28,0.0,94.29,1231.1,0.783,281.22,29.64,36,5,0,OP5422
465,CAT00014,RENT000024,2024-03-22 11:22:06,41.017525,-117.371245,5.08,1.78,0.0,88.64,17.37,92.66,2617.72,0.983,3931.85,10.4,85,5,1,OP1594
466,CAT00014,RENT000024,2024-03-22 20:12:37,33.37293,-75.373823,5.08,0.0,0.74,74.03,0.0,96.49,2645.23,1.939,4341.81,12.67,88,5,0,OP2500
467,CAT00014,RENT000024,2024-03-23 05:03:09,26.376655,-78.269257,5.08,0.0,0.25,47.57,0.0,107.11,1933.95,1.092,1777.64,0.09,51,5,0,OP3836
468,CAT00014,RENT000024,2024-03-23 13:53:41,29.954429,-77.922778,8.83,3.74,0.0,34.68,8.667,97.05,2379.71,1.614,4773.46,31.29,87,5,1,OP7938
469,CAT00014,RENT000024,2024-03-23 22:44:12,36.218557,-118.09309,11.52,2.69,0.0,13.67,10.994,98.92,2432.02,0.316,2460.51,35.61,79,2,1,OP6327
470,CAT00014,RENT000024,2024-03-24 07:34:44,28.283222,-123.491143,11.52,0.0,1.63,54.51,0.0,97.33,1869.38,0.728,1370.67,17.91,79,2,0,OP5086
471,CAT00014,RENT000024,2024-03-24 16:25:15,40.635807,-106.681847,12.6,1.08,0.0,16.68,15.278,102.15,2067.64,1.27,765.46,12.23,36,3,1,OP5095
472,CAT00014,RENT000024,2024-03-25 01:15:47,36.197674,-86.938919,12.6,0.0,1.2,52.16,0.0,89.63,1308.67,1.013,3066.35,36.21,44,1,0,OP6542
473,CAT00014,RENT000024,2024-03-25 10:06:18,30.32725,-98.609997,12.6,0.0,1.54,23.67,0.0,100.7,2658.2,0.788,2007.78,15.42,55,4,0,OP9132
474,CAT00014,RENT000024,2024-03-25 18:56:50,29.176345,-67.649487,13.71,1.11,0.0,77.41,16.769,76.27,1142.09,1.095,1512.76,29.63,25,4,1,OP1753
475,CAT00014,RENT000024,2024-03-26 03:47:22,42.539173,-81.536139,13.71,0.0,0.11,29.9,0.0,83.93,2857.79,0.89,4389.41,28.22,47,3,0,OP1286
476,CAT00014,RENT000024,2024-03-26 12:37:53,33.009247,-91.658568,17.57,3.86,0.0,23.37,11.63,102.48,1969.65,0.339,3187.38,26.07,90,1,1,OP4205
477,CAT00014,RENT000024,2024-03-26 21:28:25,46.290718,-101.196363,17.57,0.0,0.88,75.21,0.0,92.51,2951.18,0.502,4054.89,6.18,30,3,0,OP8845
478,CAT00014,RENT000024,2024-03-27 06:18:56,29.821041,-96.388539,17.57,0.0,0.01,42.88,0.0,74.24,2304.38,1.73,2443.79,32.12,37,3,0,OP3184
479,CAT00014,RENT000024,2024-03-27 15:09:28,29.210377,-101.810636,17.57,0.0,0.35,60.05,0.0,103.49,1033.12,1.75,1150.3,11.37,39,1,0,OP2945
480,CAT00014,RENT000024,2024-03-28 00:00:00,25.960455,-92.136571,20.38,2.81,0.0,15.37,24.892,97.37,1679.55,1.922,4678.02,11.72,44,2,1,OP8984
481,CAT00085,RENT000025,2024-06-03 00:00:00,25.26222,-94.849568,3.13,3.13,0.0,82.02,6.989,105.67,2599.63,1.276,1934.37,39.91,73,1,1,OP3990
482,CAT00085,RENT000025,2024-06-03 08:50:31,31.557455,-89.048147,5.07,1.94,0.0,21.04,24.686,86.13,2908.68,0.45,74.78,25.34,43,3,1,OP5670
483,CAT00085,RENT000025,2024-06-03 17:41:03,46.516666,-71.923086,6.49,1.41,0.0,54.01,23.342,102.67,1014.74,1.507,1981.69,17.43,40,2,1,OP4913
484,CAT00085,RENT000025,2024-06-04 02:31:34,26.257745,-103.881351,8.18,1.69,0.0,11.29,13.626,87.97,1065.55,0.197,4543.96,26.07,27,3,1,OP3305
485,CAT00085,RENT000025,2024-06-04 11:22:06,43.018432,-86.136357,9.16,0.99,0.0,41.49,10.05,104.1,1125.75,1.467,2127.17,3.69,79,2,1,OP7775
486,CAT00085,RENT000025,2024-06-04 20:12:37,26.923137,-105.997227,9.16,0.0,1.39,38.06,0.0,71.7,2999.24,0.638,1084.86,19.0,67,4,0,OP3450
487,CAT00085,RENT000025,2024-06-05 05:03:09,39.389897,-86.382181,9.16,0.0,0.9,82.61,0.0,109.0,2766.79,0.764,3494.94,28.46,84,5,0,OP1753
488,CAT00085,RENT000025,2024-06-05 13:53:41,36.741212,-118.756563,12.05,2.89,0.0,52.84,22.033,88.33,2707.36,1.466,490.22,39.46,84,2,1,OP2545
489,CAT00085,RENT000025,2024-06-05 22:44:12,33.56483,-79.180923,15.35,3.3,0.0,67.76,19.394,92.95,1693.09,0.486,2492.27,11.76,41,2,1,OP6356
490,CAT00085,RENT000025,2024-06-06 07:34:44,47.630038,-92.938874,16.42,1.07,0.0,36.04,7.311,83.86,2292.69,1.744,3399.08,12.3,55,5,1,OP4758
491,CAT00085,RENT000025,2024-06-06 16:25:15,31.394823,-116.47842,20.33,3.91,0.0,49.07,20.706,77.86,2703.04,1.85,1662.95,7.25,73,1,1,OP6131
492,CAT00085,RENT000025,2024-06-07 01:15:47,39.100229,-70.155727,20.33,0.0,1.15,84.51,0.0,75.08,2260.43,0.872,4978.17,38.55,51,5,0,OP2303
493,CAT00085,RENT000025,2024-06-07 10:06:18,36.099021,-73.159983,21.98,1.65,0.0,45.98,17.662,97.64,2826.66,1.034,2654.24,1.27,51,4,1,OP4960
494,CAT00085,RENT000025,2024-06-07 18:56:50,28.741505,-85.273613,21.98,0.0,0.68,26.18,0.0,103.9,1939.74,1.133,2128.58,22.43,76,2,0,OP7951
495,CAT00085,RENT000025,2024-06-08 03:47:22,40.135524,-113.992965,21.98,0.0,0.39,42.95,0.0,107.68,2726.19,0.844,3789.96,2.18,93,3,0,OP1464
496,CAT00085,RENT000025,2024-06-08 12:37:53,31.434336,-121.839534,21.98,0.0,1.71,32.16,0.0,83.94,2567.04,1.571,4843.58,11.37,54,5,0,OP6023
497,CAT00085,RENT000025,2024-06-08 21:28:25,40.957142,-89.457535,21.98,0.0,0.23,49.01,0.0,84.0,2150.71,1.355,2265.5,12.56,86,1,0,OP9239
498,CAT00085,RENT000025,2024-06-09 06:18:56,40.72367,-88.726639,21.98,0.0,1.38,81.18,0.0,109.21,1553.04,0.855,3000.76,5.73,74,3,0,OP7210
499,CAT00085,RENT000025,2024-06-09 15:09:28,25.568998,-72.569467,21.98,0.0,1.87,57.18,0.0,75.68,2060.02,1.671,3954.06,5.6,20,5,0,OP6654
500,CAT00085,RENT000025,2024-06-10 00:00:00,33.59276,-73.103661,21.98,0.0,0.06,80.0,0.0,75.1,1389.09,0.913,4100.66,36.0,81,4,0,OP7978
501,CAT00015,RENT000026,2025-06-27 00:00:00,37.401197,-119.853218,0.0,0.0,0.82,57.75,0.0,106.37,2947.92,0.55,1372.51,0.66,61,3,0,OP9868
502,CAT00015,RENT000026,2025-06-27 22:44:12,34.756116,-111.407063,0.0,0.0,1.1,25.46,0.0,97.58,1907.56,0.602,1625.69,39.91,71,3,0,OP9526
503,CAT00015,RENT000026,2025-06-28 21:28:25,45.887317,-94.234664,3.63,3.63,0.0,86.21,15.221,73.32,2192.72,1.57,609.97,35.47,85,1,1,OP4311
504,CAT00015,RENT000026,2025-06-29 20:12:37,43.510049,-102.931455,3.63,0.0,0.69,51.1,0.0,89.17,2986.7,0.918,3621.97,37.96,42,1,0,OP4099
505,CAT00015,RENT000026,2025-06-30 18:56:50,26.358569,-121.534701,6.31,2.68,0.0,18.13,12.003,95.51,1955.53,1.015,2898.92,5.38,54,5,1,OP5671
506,CAT00015,RENT000026,2025-07-01 17:41:03,30.595753,-70.083189,8.87,2.56,0.0,48.8,17.599,106.84,1904.67,0.157,115.07,36.72,35,1,1,OP9222
507,CAT00015,RENT000026,2025-07-02 16:25:15,38.378074,-123.077489,11.05,2.18,0.0,95.16,24.345,94.56,2525.08,0.593,2507.04,36.24,72,5,1,OP8055
508,CAT00015,RENT000026,2025-07-03 15:09:28,45.455242,-111.947123,12.22,1.17,0.0,26.35,10.272,94.59,2160.29,1.648,2206.88,3.58,52,2,1,OP3359
509,CAT00015,RENT000026,2025-07-04 13:53:41,42.086143,-108.341988,12.22,0.0,0.65,21.18,0.0,102.13,2020.46,0.908,3535.07,39.34,21,1,0,OP1823
510,CAT00015,RENT000026,2025-07-05 12:37:53,29.915577,-106.318796,12.22,0.0,0.64,79.08,0.0,109.71,2942.88,0.58,3609.68,13.52,44,4,0,OP2612
511,CAT00015,RENT000026,2025-07-06 11:22:06,35.650991,-118.657692,12.91,0.69,0.0,91.06,16.662,108.35,2195.33,1.436,3251.26,38.49,42,3,1,OP4998
512,CAT00015,RENT000026,2025-07-07 10:06:18,46.77509,-97.823277,15.42,2.51,0.0,88.12,9.948,103.89,2646.17,1.876,871.15,6.43,66,5,1,OP2763
513,CAT00015,RENT000026,2025-07-08 08:50:31,34.455544,-108.088109,16.08,0.66,0.0,70.9,11.383,82.54,2195.9,1.013,3433.24,34.99,77,3,1,OP7289
514,CAT00015,RENT000026,2025-07-09 07:34:44,30.739212,-75.367555,16.08,0.0,0.31,56.81,0.0,99.74,1332.96,1.056,2423.67,10.22,94,1,0,OP8378
515,CAT00015,RENT000026,2025-07-10 06:18:56,40.829204,-76.390011,16.08,0.0,0.89,86.63,0.0,70.79,2823.79,1.116,3148.35,7.38,33,4,0,OP1172
516,CAT00015,RENT000026,2025-07-11 05:03:09,37.047989,-120.762669,17.5,1.42,0.0,82.71,22.044,100.84,2027.07,1.295,1009.38,11.41,55,5,1,OP6619
517,CAT00015,RENT000026,2025-07-12 03:47:22,30.018057,-80.607884,17.5,0.0,0.76,26.6,0.0,88.08,1654.62,1.804,643.98,5.45,31,2,0,OP7532
518,CAT00015,RENT000026,2025-07-13 02:31:34,39.65587,-68.047992,17.5,0.0,1.04,54.71,0.0,103.83,1508.15,0.126,4853.13,9.04,97,1,0,OP8186
519,CAT00015,RENT000026,2025-07-14 01:15:47,38.898688,-84.035695,17.5,0.0,1.56,52.82,0.0,72.53,1195.16,0.56,1432.0,2.49,60,2,0,OP6516
520,CAT00015,RENT000026,2025-07-15 00:00:00,26.076312,-116.188089,17.5,0.0,1.55,72.26,0.0,107.14,2580.36,1.31,1191.43,29.54,87,5,0,OP1087
521,CAT00011,RENT000027,2024-04-05 00:00:00,31.192148,-73.410681,0.0,0.0,0.66,77.69,0.0,71.61,1629.06,0.252,1260.35,9.96,77,5,0,OP9230
522,CAT00011,RENT000027,2024-04-06 13:53:41,34.73443,-91.294353,1.82,1.82,0.0,83.95,9.633,70.63,1861.91,1.152,4812.88,10.32,52,2,1,OP9459
523,CAT00011,RENT000027,2024-04-08 03:47:22,26.28517,-112.001168,1.82,0.0,0.4,48.05,0.0,94.41,2454.25,1.575,2548.72,30.95,77,1,0,OP7067
524,CAT00011,RENT000027,2024-04-09 17:41:03,36.253191,-87.686492,1.82,0.0,1.84,11.72,0.0,99.85,2376.57,1.133,2679.79,21.86,86,5,0,OP3309
525,CAT00011,RENT000027,2024-04-11 07:34:44,38.043091,-75.642466,1.82,0.0,1.92,79.58,0.0,105.69,2999.7,1.376,4206.14,4.67,23,2,0,OP1684
526,CAT00011,RENT000027,2024-04-12 21:28:25,43.560624,-119.56577,1.82,0.0,1.79,11.79,0.0,105.97,1236.79,1.682,3102.24,38.07,88,1,0,OP4512
527,CAT00011,RENT000027,2024-04-14 11:22:06,25.145597,-104.001872,2.39,0.57,0.0,30.8,21.157,94.64,1511.52,0.373,4575.77,23.16,20,2,1,OP6725
528,CAT00011,RENT000027,2024-04-16 01:15:47,25.60731,-67.1562,2.39,0.0,1.47,10.57,0.0,84.45,2038.67,1.654,1708.07,34.31,59,1,0,OP5463
529,CAT00011,RENT000027,2024-04-17 15:09:28,34.602506,-116.279431,5.88,3.5,0.0,27.85,14.084,87.62,1024.28,0.271,4553.28,4.82,82,5,1,OP4586
530,CAT00011,RENT000027,2024-04-19 05:03:09,37.480664,-114.265335,5.88,0.0,0.66,27.48,0.0,97.34,1461.56,0.269,648.56,10.43,84,3,0,OP3054
531,CAT00011,RENT000027,2024-04-20 18:56:50,42.791487,-74.876225,8.26,2.38,0.0,21.67,21.926,75.96,1623.2,0.11,338.07,23.29,40,5,1,OP6474
532,CAT00011,RENT000027,2024-04-22 08:50:31,40.885407,-76.130203,8.26,0.0,1.99,19.02,0.0,77.93,2558.98,1.018,4792.36,29.83,59,2,0,OP1993
533,CAT00011,RENT000027,2024-04-23 22:44:12,29.915401,-91.296368,8.26,0.0,0.93,59.37,0.0,86.91,2740.6,1.723,761.09,3.31,66,2,0,OP8253
534,CAT00011,RENT000027,2024-04-25 12:37:53,29.328077,-93.794629,11.27,3.01,0.0,82.26,10.882,100.38,2637.28,0.267,1774.99,36.95,22,5,1,OP4041
535,CAT00011,RENT000027,2024-04-27 02:31:34,36.552498,-72.658925,11.27,0.0,0.02,51.31,0.0,95.46,1475.1,1.653,4003.49,24.14,41,5,0,OP3550
536,CAT00011,RENT000027,2024-04-28 16:25:15,40.162411,-79.300783,14.24,2.97,0.0,86.12,5.682,107.55,1774.37,0.44,4804.11,21.56,79,3,1,OP9349
537,CAT00011,RENT000027,2024-04-30 06:18:56,44.134124,-108.827843,16.79,2.55,0.0,90.17,23.755,73.89,2087.09,1.349,2649.31,32.63,30,4,1,OP2546
538,CAT00011,RENT000027,2024-05-01 20:12:37,46.844237,-113.356023,16.79,0.0,0.44,94.62,0.0,101.36,2586.71,0.544,2933.72,24.73,67,1,0,OP3478
539,CAT00011,RENT000027,2024-05-03 10:06:18,41.829348,-122.894412,16.79,0.0,0.69,44.22,0.0,78.31,2558.04,0.683,262.8,1.65,100,5,0,OP3963
540,CAT00011,RENT000027,2024-05-05 00:00:00,33.305061,-72.472513,18.59,1.8,0.0,37.26,22.19,73.84,1584.93,0.178,3784.52,32.58,43,5,1,OP6101
541,CAT00026,RENT000028,2024-08-12 00:00:00,27.372231,-121.284441,0.0,0.0,0.6,85.19,0.0,91.85,2017.85,1.007,356.58,31.14,33,1,0,OP6545
542,CAT00026,RENT000028,2024-08-12 17:41:03,32.195052,-67.630043,1.51,1.51,0.0,12.11,16.119,81.96,1904.28,0.731,3091.12,6.62,87,1,1,OP5704
543,CAT00026,RENT000028,2024-08-13 11:22:06,26.766998,-89.982665,3.8,2.29,0.0,46.54,22.605,86.71,1437.24,0.316,481.33,7.57,66,4,1,OP5483
544,CAT00026,RENT000028,2024-08-14 05:03:09,31.597778,-106.568994,3.8,0.0,1.53,82.51,0.0,88.12,1225.88,1.077,4077.77,20.59,68,5,0,OP7935
545,CAT00026,RENT000028,2024-08-14 22:44:12,38.071848,-99.801729,3.8,0.0,0.08,63.49,0.0,77.14,1460.57,0.949,3540.93,0.66,41,2,0,OP7363
546,CAT00026,RENT000028,2024-08-15 16:25:15,38.700399,-92.929926,6.32,2.51,0.0,69.77,6.963,83.74,2777.03,1.348,574.72,14.83,28,4,1,OP6236
547,CAT00026,RENT000028,2024-08-16 10:06:18,33.036027,-86.356473,6.32,0.0,1.71,16.74,0.0,78.74,2312.65,1.725,1166.01,3.45,74,1,0,OP1282
548,CAT00026,RENT000028,2024-08-17 03:47:22,41.783309,-70.066974,6.32,0.0,0.7,49.62,0.0,104.3,1583.93,1.796,4016.42,7.95,45,1,0,OP4630
549,CAT00026,RENT000028,2024-08-17 21:28:25,35.633501,-101.603254,6.32,0.0,0.86,86.36,0.0,82.5,1526.59,0.204,2219.21,6.65,71,3,0,OP7761
550,CAT00026,RENT000028,2024-08-18 15:09:28,43.147829,-104.299365,8.68,2.36,0.0,14.72,5.125,102.79,2027.57,1.415,2542.5,33.85,47,1,1,OP1734
551,CAT00026,RENT000028,2024-08-19 08:50:31,41.781889,-76.286842,9.5,0.82,0.0,31.79,24.785,106.15,1027.95,0.44,217.47,18.39,87,3,1,OP2901
552,CAT00026,RENT000028,2024-08-20 02:31:34,39.279944,-71.19785,10.07,0.58,0.0,43.55,18.5,102.33,1128.45,0.719,4189.91,29.63,82,1,1,OP3242
553,CAT00026,RENT000028,2024-08-20 20:12:37,44.270709,-94.679932,10.07,0.0,0.33,58.43,0.0,104.0,1150.37,0.37,133.33,6.5,86,5,0,OP2556
554,CAT00026,RENT000028,2024-08-21 13:53:41,36.98671,-118.945332,10.07,0.0,0.38,59.54,0.0,89.19,2070.02,1.342,1232.19,10.37,43,1,0,OP2902
555,CAT00026,RENT000028,2024-08-22 07:34:44,33.010885,-124.747712,10.07,0.0,1.4,18.39,0.0,84.18,1429.3,1.059,774.01,19.9,87,2,0,OP1812
556,CAT00026,RENT000028,2024-08-23 01:15:47,27.102461,-102.148239,10.07,0.0,1.99,57.93,0.0,87.21,2901.23,1.753,2125.07,29.5,25,5,0,OP5668
557,CAT00026,RENT000028,2024-08-23 18:56:50,41.60246,-109.051253,12.6,2.53,0.0,37.16,5.962,105.22,1241.88,0.995,1327.66,26.66,48,1,1,OP2292
558,CAT00026,RENT000028,2024-08-24 12:37:53,45.883734,-103.314958,14.64,2.04,0.0,30.51,17.467,104.16,1549.07,0.313,3739.92,6.56,37,1,1,OP4749
559,CAT00026,RENT000028,2024-08-25 06:18:56,48.427849,-116.312231,14.64,0.0,1.45,55.45,0.0,80.37,2946.04,0.354,4512.76,17.14,73,1,0,OP3683
560,CAT00026,RENT000028,2024-08-26 00:00:00,47.082758,-112.48886,18.37,3.72,0.0,48.24,5.965,70.78,2093.71,0.706,1066.94,26.34,23,2,1,OP6523
561,CAT00041,RENT000029,2025-02-09 00:00:00,35.616932,-77.843078,0.0,0.0,0.71,82.92,0.0,104.6,2048.36,0.916,618.48,23.92,95,3,0,OP2906
562,CAT00041,RENT000029,2025-02-09 08:50:31,41.402643,-121.082879,1.24,1.24,0.0,65.02,24.358,102.3,1460.3,0.333,348.48,21.76,65,2,1,OP5886
563,CAT00041,RENT000029,2025-02-09 17:41:03,41.06331,-92.769977,2.66,1.42,0.0,58.72,7.575,82.79,2683.7,1.141,3781.29,21.67,74,5,1,OP1741
564,CAT00041,RENT000029,2025-02-10 02:31:34,43.750415,-121.832422,2.66,0.0,0.96,25.89,0.0,92.82,2002.94,0.288,909.43,24.63,76,5,0,OP7679
565,CAT00041,RENT000029,2025-02-10 11:22:06,40.24708,-77.920139,2.66,0.0,0.9,60.05,0.0,101.42,1274.32,1.009,4346.76,24.13,53,1,0,OP8033
566,CAT00041,RENT000029,2025-02-10 20:12:37,28.74332,-118.384734,3.66,0.99,0.0,42.26,22.645,84.93,1514.86,0.979,1866.68,0.06,36,3,1,OP9537
567,CAT00041,RENT000029,2025-02-11 05:03:09,48.256486,-99.194909,3.66,0.0,1.53,20.53,0.0,102.31,1244.36,0.744,1829.04,33.71,54,1,0,OP8158
568,CAT00041,RENT000029,2025-02-11 13:53:41,42.71166,-72.185111,3.66,0.0,0.42,87.35,0.0,99.97,1162.32,1.404,4536.17,1.59,33,4,0,OP4508
569,CAT00041,RENT000029,2025-02-11 22:44:12,31.078986,-97.815809,3.66,0.0,0.21,95.31,0.0,90.2,2813.73,1.433,3980.11,14.47,42,1,0,OP1328
570,CAT00041,RENT000029,2025-02-12 07:34:44,33.970341,-69.523761,3.66,0.0,1.97,10.27,0.0,85.26,2522.45,1.295,1833.35,7.79,74,1,0,OP3852
571,CAT00041,RENT000029,2025-02-12 16:25:15,32.853937,-69.812944,6.74,3.09,0.0,16.62,11.265,78.12,2437.37,1.534,4161.36,16.78,35,2,1,OP9069
572,CAT00041,RENT000029,2025-02-13 01:15:47,30.159901,-67.288654,6.74,0.0,0.01,41.44,0.0,75.9,1681.85,0.22,3584.2,20.04,66,5,0,OP4727
573,CAT00041,RENT000029,2025-02-13 10:06:18,48.688949,-105.740234,10.33,3.58,0.0,20.64,5.533,102.48,2964.28,1.915,4761.53,10.54,41,3,1,OP6591
574,CAT00041,RENT000029,2025-02-13 18:56:50,42.927591,-86.156135,11.16,0.84,0.0,86.53,6.409,70.3,1555.04,1.994,1650.52,25.28,55,2,1,OP7428
575,CAT00041,RENT000029,2025-02-14 03:47:22,41.961543,-122.416608,11.16,0.0,1.65,27.77,0.0,104.11,1728.58,1.939,3609.85,34.7,94,3,0,OP6915
576,CAT00041,RENT000029,2025-02-14 12:37:53,44.748704,-69.195094,11.16,0.0,0.78,45.27,0.0,102.79,1517.48,1.496,1009.72,6.66,61,5,0,OP6558
577,CAT00041,RENT000029,2025-02-14 21:28:25,40.953391,-121.207715,11.16,0.0,1.26,41.61,0.0,88.36,2203.84,1.959,1637.67,21.15,26,1,0,OP5806
578,CAT00041,RENT000029,2025-02-15 06:18:56,37.86599,-88.119418,11.16,0.0,1.67,50.69,0.0,97.49,1311.02,1.915,948.86,37.43,34,4,0,OP3998
579,CAT00041,RENT000029,2025-02-15 15:09:28,25.704138,-122.665799,11.16,0.0,0.34,18.89,0.0,101.04,2120.89,1.305,792.38,1.71,59,3,0,OP1947
580,CAT00041,RENT000029,2025-02-16 00:00:00,34.210858,-100.965112,15.08,3.91,0.0,34.26,19.576,79.18,2984.83,0.471,116.67,18.19,64,5,1,OP8180
581,CAT00184,RENT000030,2024-07-02 00:00:00,29.699088,-111.136157,0.0,0.0,1.89,76.48,0.0,98.94,1855.58,0.568,3230.22,7.85,24,1,0,OP1143
582,CAT00184,RENT000030,2024-07-05 03:47:22,26.574292,-74.560648,2.27,2.27,0.0,95.91,21.725,106.45,2599.84,0.385,1013.56,16.14,76,1,1,OP3731
583,CAT00184,RENT000030,2024-07-08 07:34:44,35.543285,-91.860817,2.27,0.0,0.23,51.99,0.0,103.61,2833.01,1.183,2136.69,22.95,64,2,0,OP3477
584,CAT00184,RENT000030,2024-07-11 11:22:06,48.162409,-116.201288,3.57,1.3,0.0,58.06,16.418,81.14,2281.36,0.245,1556.82,5.87,33,5,1,OP3606
585,CAT00184,RENT000030,2024-07-14 15:09:28,45.02794,-71.161732,7.4,3.82,0.0,76.64,5.81,88.48,2925.77,1.312,1756.12,36.52,81,1,1,OP7510
586,CAT00184,RENT000030,2024-07-17 18:56:50,47.145401,-67.439764,9.85,2.45,0.0,46.36,18.5,87.4,2640.98,0.533,4941.71,5.28,83,5,1,OP3674
587,CAT00184,RENT000030,2024-07-20 22:44:12,46.537419,-80.917579,9.85,0.0,0.93,34.49,0.0,104.44,1788.51,0.252,3228.24,33.03,73,1,0,OP6513
588,CAT00184,RENT000030,2024-07-24 02:31:34,41.624416,-104.004951,9.85,0.0,1.24,35.17,0.0,101.01,1277.97,0.587,1369.29,30.66,38,2,0,OP8374
589,CAT00184,RENT000030,2024-07-27 06:18:56,41.565447,-98.908888,11.65,1.8,0.0,73.74,10.201,76.5,1931.32,0.463,1170.88,0.03,43,4,1,OP3434
590,CAT00184,RENT000030,2024-07-30 10:06:18,41.986776,-102.286127,14.32,2.67,0.0,57.02,18.174,90.76,2014.61,0.195,45.95,31.67,92,2,1,OP8436
591,CAT00184,RENT000030,2024-08-02 13:53:41,47.723181,-87.131827,17.99,3.67,0.0,41.16,8.439,89.46,2956.91,0.561,4381.76,24.53,64,5,1,OP3817
592,CAT00184,RENT000030,2024-08-05 17:41:03,32.355734,-108.473173,20.81,2.82,0.0,46.4,10.767,106.66,2897.38,1.782,130.74,34.75,46,2,1,OP2821
593,CAT00184,RENT000030,2024-08-08 21:28:25,33.069752,-110.947572,20.81,0.0,1.23,25.91,0.0,86.22,2992.53,0.825,3810.63,15.98,90,5,0,OP5182
594,CAT00184,RENT000030,2024-08-12 01:15:47,44.895258,-109.462219,20.81,0.0,0.49,91.74,0.0,76.23,1779.65,0.522,2484.37,33.79,21,3,0,OP5044
595,CAT00184,RENT000030,2024-08-15 05:03:09,28.966048,-97.881656,23.93,3.13,0.0,94.53,7.415,83.41,1541.54,1.525,528.38,10.77,80,4,1,OP8112
596,CAT00184,RENT000030,2024-08-18 08:50:31,32.086876,-101.367967,26.29,2.35,0.0,97.88,11.117,87.27,1098.07,1.502,114.32,36.3,97,2,1,OP9744
597,CAT00184,RENT000030,2024-08-21 12:37:53,46.736672,-97.369595,30.26,3.97,0.0,86.77,24.599,96.03,1874.76,1.588,3645.77,2.36,52,4,1,OP2716
598,CAT00184,RENT000030,2024-08-24 16:25:15,29.262932,-90.007091,32.64,2.38,0.0,43.09,14.504,78.82,1864.86,1.644,1942.8,0.81,86,2,1,OP7493
599,CAT00184,RENT000030,2024-08-27 20:12:37,45.809608,-86.282881,32.64,0.0,1.09,16.73,0.0,109.57,1625.89,1.202,438.3,15.3,62,3,0,OP1258
600,CAT00184,RENT000030,2024-08-31 00:00:00,48.132309,-117.165756,36.05,3.42,0.0,72.31,24.368,108.13,2259.22,1.021,1434.24,29.79,46,2,1,OP5600
601,CAT00039,RENT000031,2024-10-02 00:00:00,47.975866,-119.850139,0.0,0.0,0.68,88.12,0.0,85.91,1527.11,0.844,1389.44,39.87,27,4,0,OP5771
602,CAT00039,RENT000031,2024-10-02 17:41:03,25.487845,-74.396267,0.0,0.0,0.82,61.73,0.0,85.07,1960.54,1.377,1078.02,32.39,70,1,0,OP6045
603,CAT00039,RENT000031,2024-10-03 11:22:06,40.128799,-96.335084,0.77,0.77,0.0,94.33,21.049,97.27,1417.61,0.607,2180.16,3.28,26,2,1,OP4709
